,BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CAM,CNT,CS,CX,CY,EEG_ENG,EEG_EXC,EEG_FRU,EEG_MED,FACE,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LPCX,LPCY,LPD,LPS,LPV,MID,MOB,RPCX,RPCY,RPD,RPS,RPV,SCLX,SCLY,SCN,TIME,TIMETICK,USER,VID,WEB
6341,0.0,0,16,1,0.35512998700141907,0.5527200102806091,3088,6348,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1012,0.33153998851776123,228,104.2353515625,0,0.3669799864292145,0.5607600212097168,0.3206000030040741,0.7170699834823608,18.04421043395996,1.1446399688720703,1,0,0,0.7329199910163879,0.7165600061416626,18.25749969482422,1.1446399688720703,1,0,0,1012,104.665283203125,243999620554.0,,0,0
6361,0.0,0,16,1,0.432779997587204,0.5721799731254578,3097,6368,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1015,0.3093299865722656,229,104.6328125,0,0.4295099973678589,0.5680199861526489,0.32482999563217163,0.7168899774551392,18.43556022644043,1.11913001537323,1,0,0,0.7382699847221375,0.7170400023460388,18.13974952697754,1.11913001537323,1,0,0,1015,104.994873046875,244000358942.0,,0,0
6398,0.0,0,16,1,0.3705500066280365,0.602429986000061,3116,6405,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1021,0.588379979133606,230,104.9619140625,0,0.3802799880504608,0.5851200222969055,0.32006001472473145,0.7196000218391418,17.78813934326172,1.1363099813461304,1,0,0,0.73198002576828,0.7191399931907654,17.692359924316406,1.1279799938201904,1,0,0,1021,105.605224609375,244001727094.0,,0,0
6421,0.0,0,16,1,0.42574000358581543,0.610729992389679,3127,6428,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1024,0.36107999086380005,231,105.573486328125,0,0.424919992685318,0.6124899983406067,0.3266400098800659,0.7187600135803223,17.784679412841797,1.1446399688720703,1,0,0,0.7402700185775757,0.7206799983978271,17.82267951965332,1.1446399688720703,1,0,0,1025,105.9814453125,244002570159.0,,0,0
6461,0.0,0,16,1,0.5230799913406372,0.5874699950218201,3147,6468,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1031,0.6408699750900269,232,105.947998046875,0,0.5149499773979187,0.591159999370575,0.33518001437187195,0.718940019607544,17.460519790649414,1.1196500062942505,1,0,0,0.7482799887657166,0.7243099808692932,16.545480728149414,1.1279799938201904,1,0,0,1031,106.643798828125,244004054701.0,,0,0
6491,0.0,0,15,1,0.5660499930381775,0.6188099980354309,3160,6498,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1036,0.4763199985027313,233,106.611083984375,0,0.559469997882843,0.6175000071525574,0.33730000257492065,0.7165200114250183,15.801019668579102,1.1106300354003906,1,0,0,0.7501999735832214,0.723110020160675,15.639069557189941,1.1106300354003906,1,0,0,1036,107.135498046875,244005156530.0,,0,0
6514,0.0,0,15,1,0.6614999771118164,0.6094300150871277,3172,6521,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1039,0.35912999510765076,234,107.103271484375,0,0.6547999978065491,0.6076499819755554,0.3410300016403198,0.7180699706077576,16.419139862060547,1.1729600429534912,1,0,0,0.753030002117157,0.7229899764060974,16.672649383544922,1.1646300554275513,1,0,0,1039,107.51806640625,244006013740.0,,0,0
6531,0.0,0,15,1,0.3599500060081482,0.6462600231170654,3181,6538,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1042,0.21044999361038208,235,107.485107421875,0,0.3551900088787079,0.6411299705505371,0.3240300118923187,0.7199500203132629,16.65683937072754,1.1446399688720703,1,0,0,0.7364299893379211,0.7236800193786621,17.32349967956543,1.1446399688720703,1,0,0,1042,107.7958984375,244006636167.0,,0,0
6564,0.0,0,14,1,0.419840008020401,0.6468499898910522,3197,6571,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1047,0.5305200219154358,236,107.76171875,0,0.4157800078392029,0.6449499726295471,0.3273099958896637,0.7184500098228455,16.572120666503906,1.1446399688720703,1,0,0,0.7410699725151062,0.7225099802017212,16.840740203857422,1.1446399688720703,1,0,0,1047,108.336181640625,244007847134.0,,0,0
6592,0.0,0,14,1,0.5156800150871277,0.6481800079345703,3211,6599,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1052,0.45142000913619995,237,108.302978515625,0,0.5031200051307678,0.6511899828910828,0.33476999402046204,0.7180899977684021,17.310529708862305,1.1474499702453613,1,0,0,0.7483400106430054,0.723829984664917,16.091279983520508,1.1474499702453613,1,0,0,1052,108.801025390625,244008889028.0,,0,0
6622,0.0,0,14,1,0.5502099990844727,0.6346700191497803,3226,6629,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1057,0.47510001063346863,238,108.767578125,0,0.5484700202941895,0.6323999762535095,0.3366999924182892,0.7169299721717834,18.089860916137695,1.1446399688720703,1,0,0,0.7498300075531006,0.7221199870109558,16.328630447387695,1.1446399688720703,1,0,0,1057,109.298583984375,244010003770.0,,0,0
6678,0.0,0,14,1,0.6250900030136108,0.6514300107955933,3253,6685,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1065,0.9077100157737732,239,109.265380859375,0,0.6363400220870972,0.6523200273513794,0.3443000018596649,0.7141000032424927,16.704429626464844,1.1279799938201904,1,0,0,0.7566900253295898,0.7221999764442444,16.221220016479492,1.1363099813461304,1,0,0,1066,110.2158203125,244012059120.0,,0,0
6691,0.0,0,14,1,0.3565700054168701,0.6674900054931641,3259,6698,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1068,0.1994599997997284,240,110.18359375,0,0.37018999457359314,0.6679999828338623,0.32886001467704773,0.7168599963188171,15.776670455932617,1.1446399688720703,1,0,0,0.7415199875831604,0.7235000133514404,16.776439666748047,1.1446399688720703,1,0,0,1068,110.435546875,244012551857.0,,0,0
6712,0.0,0,14,1,0.4200100004673004,0.7140200138092041,3270,6719,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1071,0.32958999276161194,241,110.40283203125,0,0.4174500107765198,0.7003700137138367,0.3283100128173828,0.7156100273132324,16.960580825805664,1.0773099660873413,1,0,0,0.7420099973678589,0.7225900292396545,18.388389587402344,1.0773099660873413,1,0,0,1071,110.7802734375,244013324426.0,,0,0
6748,0.0,0,14,1,0.5147299766540527,0.6660599708557129,3288,6755,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1077,0.5739700198173523,242,110.747314453125,0,0.49985000491142273,0.6622599959373474,0.330130010843277,0.7166799902915955,16.570720672607422,1.1106300354003906,1,0,0,0.744350016117096,0.7230600118637085,16.21769905090332,1.1106300354003906,1,0,0,1077,111.375732421875,244014658467.0,,0,0
6781,0.0,0,13,1,0.5834100246429443,0.6572099924087524,3304,6788,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1082,0.5234400033950806,243,111.34326171875,0,0.5733000040054321,0.663670003414154,0.3340199887752533,0.7162500023841858,16.558490753173828,1.144629955291748,1,0,0,0.7470999956130981,0.72257000207901,16.90743064880371,1.144629955291748,1,0,0,1082,111.919921875,244015878335.0,,0,0
6809,0.0,0,13,1,0.37626001238822937,0.7134000062942505,3315,6816,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1086,0.3952600061893463,244,111.88720703125,0,0.3735400140285492,0.7178000211715698,0.3267799913883209,0.7183499932289124,17.339149475097656,1.1276299953460693,1,0,0,0.7403799891471863,0.7258399724960327,18.632200241088867,1.1276299953460693,1,0,0,1087,112.380859375,244016911396.0,,0,0
6840,0.0,0,13,1,0.4081200063228607,0.7002300024032593,3332,6847,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1091,0.4892599880695343,245,112.349365234375,0,0.4015499949455261,0.6988099813461304,0.32857999205589294,0.717170000076294,17.33941078186035,1.144629955291748,1,0,0,0.7425500154495239,0.7251899838447571,18.710739135742188,1.144629955291748,1,0,0,1091,112.892822265625,244018058749.0,,0,0
6870,0.0,0,13,1,0.5632100105285645,0.5663700103759766,3343,6877,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1096,0.4294399917125702,246,112.860107421875,0,0.5494999885559082,0.563510000705719,0.3370499908924103,0.7103700041770935,20.301029205322266,1.144629955291748,1,0,0,0.7508599758148193,0.7184399962425232,18.5660400390625,1.144629955291748,1,0,0,1096,113.387451171875,244019167237.0,,0,0
6892,0.0,0,13,1,0.417169988155365,0.467739999294281,3349,6899,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1098,0.2937000095844269,247,113.356201171875,0,0.4145599901676178,0.47203999757766724,0.3265399932861328,0.7074400186538696,19.378400802612305,1.144629955291748,1,0,0,0.7406299710273743,0.7152400016784668,20.487619400024414,1.144629955291748,1,0,0,1099,113.74609375,244019970680.0,,0,0
6955,0.0,0,13,1,0.5426099896430969,0.42677998542785645,3380,6962,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1108,1.0241700410842896,248,113.716064453125,0,0.5095599889755249,0.4337800145149231,0.3356199860572815,0.7058699727058411,18.440519332885742,1.1023000478744507,1,0,0,0.7494400143623352,0.7167199850082397,17.666479110717773,1.1106300354003906,1,0,0,1109,114.783203125,244022295091.0,,0,0
6974,0.0,0,13,1,0.40959998965263367,0.4765099883079529,3389,6981,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,1111,0.29662999510765076,249,114.750732421875,0,0.4245400130748749,0.4691300094127655,0.33974000811576843,0.7200199961662292,18.628089904785156,1.1276299953460693,1,0,0,0.75382000207901,0.7326400279998779,18.449050903320312,1.1276299953460693,1,0,0,1112,115.102294921875,244023009936.0,,0,0
7113,0.0,0,12,1,0.38565000891685486,0.46502000093460083,3454,7120,0.0,-0.09895999729633331,0.008329999633133411,0,0,0,0,1133,2.2729499340057373,250,115.0693359375,0,0.39118000864982605,0.4637500047683716,0.2464500069618225,0.6815500259399414,21.77005958557129,1.1194700002670288,1,0,0,0.6601099967956543,0.7025099992752075,22.38619041442871,1.1111400127410889,1,0,0,1134,117.39794921875,244028154795.0,,0,0
7264,0.0,0,13,1,0.3934299945831299,0.4077799916267395,3527,7271,0.0,-0.6369799971580505,0.06295999884605408,0,0,0,0,1156,2.1779799461364746,251,117.359619140625,0,0.3907800018787384,0.39928001165390015,0.31123000383377075,0.726360023021698,18.84345054626465,1.1735399961471558,1,0,0,0.7191500067710876,0.7751799821853638,19.033559799194336,1.1735399961471558,1,0,0,1157,119.880126953125,244033717069.0,,0,0
7298,0.0,0,13,1,-0.045329999178647995,0.8263599872589111,3544,7305,0.0,-0.3229199945926666,0.08518999814987183,0,0,0,0,1162,0.49779999256134033,252,119.846923828125,0,-0.020230000838637352,0.8180400133132935,0.2897700071334839,0.6758900284767151,18.423250198364258,1.1408300399780273,1,0,0,0.6948800086975098,0.739329993724823,16.962350845336914,1.1313899755477905,1,0,0,1163,120.443603515625,244034979616.0,,0,0
7315,0.0,0,13,1,-0.21698999404907227,1.0212700366973877,3555,7322,0.0,-0.338019996881485,0.09258999675512314,0,0,0,0,1165,0.2080100029706955,253,120.412353515625,0,-0.21457000076770782,1.0177700519561768,0.26357999444007874,0.7323700189590454,15.210000038146973,0.8461599946022034,1,0,0,0.6728500127792358,0.7944499850273132,15.391830444335938,0.8535699844360352,1,0,0,1166,120.73583984375,244035634585.0,,0,0
7335,0.0,697,13,0,-0.2682499885559082,1.0019199848175049,3564,7342,0.0,-0.3781299889087677,0.15000000596046448,0,0,0,0,1168,0.23169000446796417,254,120.687744140625,0,0.0,0.0,0.23544999957084656,0.702970027923584,13.953740119934082,1.0174599885940552,0,0,0,0.6475200057029724,0.7480700016021729,15.933079719543457,1.0174599885940552,0,0,0,1169,121.1044921875,244036460670.0,,0,0
