,BKDUR,BKID,BKPMIN,BPOGV,BPOGX,BPOGY,CAM,CNT,CS,CX,CY,EEG_ENG,EEG_EXC,EEG_FRU,EEG_MED,FACE,FPOGD,FPOGID,FPOGS,FPOGV,FPOGX,FPOGY,LPCX,LPCY,LPD,LPS,LPV,MID,MOB,RPCX,RPCY,RPD,RPS,RPV,SCLX,SCLY,SCN,TIME,TIMETICK,USER,VID,WEB
716,0.0,0,11,1,0.5540099740028381,0.18651999533176422,343,719,0.0,0.5963500142097473,0.35833001136779785,0,0,0,0,112,0.4282200038433075,29,11.37890625,0,0.5517100095748901,0.1981000006198883,0.30651000142097473,0.5385800004005432,20.679290771484375,1.0697699785232544,1,0,0,0.7342000007629395,0.5541200041770935,20.71269989013672,1.0623699426651,1,0,0,113,11.852783203125,243791627446.0,,0,0
748,0.0,0,11,1,0.6464999914169312,0.2415499985218048,358,751,0.0,0.5963500142097473,0.35833001136779785,0,0,0,0,118,0.5080599784851074,30,11.820556640625,0,0.635640025138855,0.23725999891757965,0.3307799994945526,0.5540800094604492,20.68320083618164,1.0174800157546997,1,0,0,0.7592499852180481,0.5781999826431274,20.103469848632812,1.0174800157546997,1,0,0,118,12.384033203125,243792817885.0,,0,0
769,0.0,0,11,1,0.3718000054359436,0.25439000129699707,369,772,0.0,0.5963500142097473,0.35833001136779785,0,0,0,0,121,0.27660998702049255,31,12.35009765625,0,0.3717699944972992,0.2494799941778183,0.31709998846054077,0.5582500100135803,20.615419387817383,1.0174800157546997,1,0,0,0.745930016040802,0.5839400291442871,21.09886932373047,1.0174800157546997,1,0,0,121,12.727294921875,243793587220.0,,0,0
801,0.0,0,12,1,0.4232400059700012,0.250789999961853,384,804,0.0,0.5963500142097473,0.35833001136779785,0,0,0,0,126,0.3139599859714508,32,12.693603515625,0,0.4163399934768677,0.25235000252723694,0.3014400005340576,0.5526000261306763,20.689790725708008,1.0548100471496582,1,0,0,0.7314500212669373,0.5748199820518494,20.15167999267578,1.047410011291504,1,0,0,126,13.25732421875,243794774959.0,,0,0
838,0.0,0,12,1,0.5033699870109558,0.19349999725818634,402,841,0.0,0.824999988079071,0.30741000175476074,0,0,0,0,132,0.592769980430603,33,13.22509765625,0,0.4944800138473511,0.21341000497341156,0.32194000482559204,0.5546500086784363,21.748979568481445,1.0952800512313843,1,0,0,0.7519999742507935,0.5836099982261658,21.445690155029297,1.0952800512313843,1,0,0,132,13.865478515625,243796137915.0,,0,0
876,0.0,0,12,1,0.5593400001525879,0.23813000321388245,420,879,0.0,0.8682299852371216,0.2925899922847748,0,0,0,0,138,0.6071799993515015,34,13.83251953125,0,0.5496699810028076,0.2426699995994568,0.31863999366760254,0.5493500232696533,21.981470108032227,1.0548100471496582,1,0,0,0.7473099827766418,0.578249990940094,20.734689712524414,1.047410011291504,1,0,0,139,14.493408203125,243797544974.0,,0,0
904,0.0,0,12,1,0.6167700290679932,0.2972699999809265,434,907,0.0,0.8265600204467773,0.2777799963951111,0,0,0,0,143,0.44359999895095825,35,14.461669921875,0,0.6099500060081482,0.26304998993873596,0.32589998841285706,0.5570499897003174,20.059799194335938,1.0250400304794312,1,0,0,0.7545700073242188,0.5880100131034851,19.273860931396484,1.0250400304794312,1,0,0,143,14.9521484375,243798573155.0,,0,0
929,0.0,0,12,1,0.3678399920463562,0.2943499982357025,444,932,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,146,0.35010001063346863,36,14.91943359375,0,0.37435001134872437,0.2873600125312805,0.3118000030517578,0.5656200051307678,18.868440628051758,1.0174800157546997,1,0,0,0.7404299974441528,0.5944899916648865,19.626630783081055,1.0248899459838867,1,0,0,147,15.368896484375,243799507034.0,,0,0
964,0.0,0,13,1,0.40584999322891235,0.26704999804496765,462,967,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,152,0.3613300025463104,37,15.335693359375,0,0.40827998518943787,0.27055999636650085,0.3142699897289276,0.5703499913215637,20.191089630126953,1.0477099418640137,1,0,0,0.7441499829292297,0.5994499921798706,19.889530181884766,1.0477099418640137,1,0,0,153,15.945556640625,243800799489.0,,0,0
1014,0.0,0,13,1,0.5237100124359131,0.26190000772476196,488,1017,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,160,0.806879997253418,38,15.911376953125,0,0.5156300067901611,0.26080000400543213,0.3276599943637848,0.5694900155067444,21.13804054260254,1.0397000312805176,1,0,0,0.7572500109672546,0.6020799875259399,20.062360763549805,1.032289981842041,1,0,0,161,16.7666015625,243802639418.0,,0,0
1043,0.0,0,13,1,0.6184300184249878,0.272460013628006,503,1046,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,165,0.4604499936103821,39,16.73388671875,0,0.6082199811935425,0.269679993391037,0.3305799961090088,0.5721399784088135,20.856430053710938,1.0623699426651,1,0,0,0.7600499987602234,0.6041600108146667,19.593509674072266,1.0623699426651,1,0,0,166,17.247314453125,243803716830.0,,0,0
1069,0.0,0,13,1,0.539330005645752,0.2885800004005432,515,1072,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,169,0.41187000274658203,40,17.2138671875,0,0.532800018787384,0.2777400016784668,0.2973800003528595,0.5761799812316895,20.355979919433594,1.0250400304794312,1,0,0,0.7275999784469604,0.6020900011062622,20.13075065612793,1.0250400304794312,1,0,0,170,17.673828125,243804672526.0,,0,0
1087,0.0,0,13,1,0.6319100260734558,0.3030099868774414,524,1090,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,172,0.2817400097846985,41,17.64208984375,0,0.6279199719429016,0.2964699864387512,0.28251999616622925,0.5793899893760681,20.7197208404541,1.0250400304794312,1,0,0,0.7122099995613098,0.602150022983551,19.2043399810791,1.0250400304794312,1,0,0,173,17.967041015625,243805329733.0,,0,0
1115,0.0,0,13,1,0.33654001355171204,0.27573999762535095,538,1118,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,176,0.3986800014972687,42,17.93359375,0,0.33761000633239746,0.2788499891757965,0.2946299910545349,0.5753300189971924,19.52351951599121,1.0856599807739258,1,0,0,0.7242500185966492,0.5995500087738037,20.269119262695312,1.0773299932479858,1,0,0,177,18.431884765625,243806371414.0,,0,0
1144,0.0,0,13,1,0.392520010471344,0.314300000667572,552,1147,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,181,0.46386998891830444,43,18.398681640625,0,0.38975998759269714,0.3154999911785126,0.2998799979686737,0.577430009841919,19.620859146118164,1.0174800157546997,1,0,0,0.7305899858474731,0.6020699739456177,19.437990188598633,1.0174800157546997,1,0,0,182,18.906982421875,243807436019.0,,0,0
1170,0.0,0,14,1,0.4419200122356415,0.2497200071811676,565,1173,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,185,0.220210000872612,44,18.873291015625,0,0.40946999192237854,0.2507300078868866,0.30952000617980957,0.5773699879646301,18.058940887451172,1.0773299932479858,1,0,0,0.7405800223350525,0.603380024433136,18.261709213256836,1.0773299932479858,1,0,0,186,19.3388671875,243808403738.0,,0,0
1197,0.0,0,14,1,0.4832800030708313,0.2572300136089325,578,1200,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,190,0.43114998936653137,45,19.305908203125,0,0.4839699864387512,0.27904999256134033,0.3162600100040436,0.5795699954032898,19.45635986328125,1.062209963798523,1,0,0,0.7473400235176086,0.6057100296020508,18.46441078186035,1.062209963798523,1,0,0,190,19.78125,243809395306.0,,0,0
1232,0.0,0,14,1,0.4991300106048584,0.3021799921989441,595,1235,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,195,0.5629900097846985,46,19.74853515625,0,0.4946900010108948,0.3001599907875061,0.32030999660491943,0.5777900218963623,18.933870315551758,1.0174800157546997,1,0,0,0.7503799796104431,0.605139970779419,18.787540435791016,1.0248899459838867,1,0,0,196,20.362548828125,243810697995.0,,0,0
1270,0.0,0,14,1,0.6012499928474426,0.31723999977111816,613,1273,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,201,0.6098600029945374,47,20.330322265625,0,0.5949400067329407,0.3195199966430664,0.3183799982070923,0.5757499933242798,20.549169540405273,1.0117900371551514,1,0,0,0.7480599880218506,0.6023300290107727,20.098190307617188,1.0184199810028076,1,0,0,202,20.98583984375,243812094732.0,,0,0
1293,0.0,0,14,1,0.5479699969291687,0.2882699966430664,625,1296,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,205,0.3657200038433075,48,20.95263671875,0,0.5501800179481506,0.30671000480651855,0.32054999470710754,0.5742999911308289,21.163009643554688,1.0470999479293823,1,0,0,0.751039981842041,0.6017299890518188,20.551599502563477,1.0470999479293823,1,0,0,206,21.366943359375,243812948722.0,,0,0
1309,0.0,0,14,1,0.65447998046875,0.32986000180244446,632,1312,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,207,0.248539999127388,49,21.3349609375,0,0.6446200013160706,0.3205200135707855,0.3244599997997284,0.575760006904602,21.246700286865234,1.0047600269317627,1,0,0,0.7547900080680847,0.6034299731254578,20.281360626220703,1.0047600269317627,1,0,0,208,21.627685546875,243813533185.0,,0,0
1323,0.0,0,14,1,0.3788900077342987,0.3393099904060364,639,1326,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,210,0.21973000466823578,50,21.595458984375,0,0.3999300003051758,0.3449600040912628,0.3117400109767914,0.574940025806427,20.73686981201172,1.0248899459838867,1,0,0,0.7420499920845032,0.6032000184059143,21.83765983581543,1.032289981842041,1,0,0,210,21.85888671875,243814051559.0,,0,0
1357,0.0,0,14,1,0.3854199945926666,0.2776300013065338,656,1360,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,215,0.5473600029945374,51,21.825927734375,0,0.3843800127506256,0.2968499958515167,0.31363001465797424,0.5760200023651123,20.944080352783203,1.0637600421905518,1,0,0,0.7437199950218201,0.6039699912071228,20.041339874267578,1.0720900297164917,1,0,0,216,22.424560546875,243815318705.0,,0,0
1388,0.0,0,14,1,0.45886000990867615,0.32311999797821045,671,1391,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,220,0.49487000703811646,52,22.391357421875,0,0.4510200023651123,0.31718000769615173,0.32221001386642456,0.5756400227546692,19.82379913330078,1.0401599407196045,1,0,0,0.7521200180053711,0.604669988155365,19.32999038696289,1.0401599407196045,1,0,0,221,22.93212890625,243816456501.0,,0,0
1414,0.0,0,14,1,0.5160099864006042,0.3327299952507019,683,1417,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,224,0.41284000873565674,53,22.898681640625,0,0.5103999972343445,0.323170006275177,0.3246999979019165,0.5763400197029114,20.433460235595703,1.054960012435913,1,0,0,0.7541999816894531,0.6065099835395813,19.642669677734375,1.0475599765777588,1,0,0,225,23.364990234375,243817426393.0,,0,0
1434,0.0,0,14,1,0.5658800005912781,0.33803001046180725,693,1437,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,228,0.30810999870300293,54,23.33154296875,0,0.5687100291252136,0.33515000343322754,0.3199700117111206,0.575980007648468,20.511070251464844,1.026479959487915,1,0,0,0.7495599985122681,0.6038299798965454,19.315410614013672,1.0338799953460693,1,0,0,228,23.693359375,243818162582.0,,0,0
1463,0.0,0,14,1,0.36285001039505005,0.3196699917316437,708,1466,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,232,0.40966999530792236,55,23.66162109375,0,0.36410000920295715,0.33504000306129456,0.31338998675346375,0.5784900188446045,19.618999481201172,1.0699199438095093,1,0,0,0.743399977684021,0.6068900227546692,19.37428092956543,1.0773299932479858,1,0,0,233,24.1708984375,243819232248.0,,0,0
1492,0.0,0,13,1,0.4037399888038635,0.3525199890136719,722,1495,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,237,0.46362000703811646,56,24.137451171875,0,0.4016599953174591,0.35269999504089355,0.31672999262809753,0.5745800137519836,19.295089721679688,1.0174800157546997,1,0,0,0.7462599873542786,0.6006500124931335,19.21169090270996,1.0174800157546997,1,0,0,237,24.645751953125,243820296670.0,,0,0
1514,0.0,0,13,1,0.5236799716949463,0.38036999106407166,733,1517,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,241,0.35034000873565674,57,24.61279296875,0,0.5074599981307983,0.364329993724823,0.32214999198913574,0.5738800168037415,19.0445499420166,1.0250400304794312,1,0,0,0.7513099908828735,0.599370002746582,18.519790649414062,1.0250400304794312,1,0,0,241,25.013671875,243821121443.0,,0,0
1555,0.0,0,13,1,0.3812200129032135,0.40689000487327576,753,1558,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,247,0.6076700091362,58,24.978759765625,0,0.3741700053215027,0.4112200140953064,0.3146800100803375,0.5797799825668335,17.7747802734375,1.0174800157546997,1,0,0,0.7444999814033508,0.6051899790763855,18.043399810791016,1.0174800157546997,1,0,0,247,25.685791015625,243822627325.0,,0,0
1581,0.0,0,14,1,0.46393001079559326,0.38471999764442444,765,1584,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,251,0.16576999425888062,59,25.651611328125,0,0.4427100121974945,0.39204999804496765,0.32896000146865845,0.5757799744606018,18.727930068969727,1.0174800157546997,1,0,0,0.7585600018501282,0.6049500107765198,18.302650451660156,1.0174800157546997,1,0,0,251,26.117431640625,243823594650.0,,0,0
1609,0.0,0,14,1,0.5277299880981445,0.4175499975681305,779,1612,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,256,0.44091999530792236,60,26.08447265625,0,0.5146300196647644,0.4183399975299835,0.33511999249458313,0.572160005569458,18.603790283203125,1.0174800157546997,1,0,0,0.7653099894523621,0.6040800213813782,17.68490982055664,1.0174800157546997,1,0,0,256,26.579833984375,243824631215.0,,0,0
1643,0.0,0,15,1,0.6025000214576721,0.4367299973964691,797,1646,0.0,0.7739599943161011,0.3064799904823303,0,0,0,0,261,0.29589998722076416,61,26.54736328125,0,0.606660008430481,0.4405499994754791,0.3223100006580353,0.5735200047492981,19.105199813842773,1.0174800157546997,1,0,0,0.752780020236969,0.6021900177001953,17.94969940185547,1.0174800157546997,1,0,0,261,27.138671875,243825883318.0,,0,0
1669,0.0,0,15,1,0.6644300222396851,0.3999899923801422,809,1672,0.0,0.7671899795532227,0.33610999584198,0,0,0,0,265,0.4165000021457672,62,27.1025390625,0,0.6579300165176392,0.3969799876213074,0.3321700096130371,0.5749899744987488,19.833759307861328,1.0470999479293823,1,0,0,0.7625899910926819,0.6059200167655945,19.13772964477539,1.0470999479293823,1,0,0,265,27.5654296875,243826839760.0,,0,0
1686,0.0,0,15,1,0.35857000946998596,0.44929999113082886,818,1689,0.0,0.8291699886322021,0.41203999519348145,0,0,0,0,268,0.21875,63,27.531494140625,0,0.3711700141429901,0.43961000442504883,0.3119400143623352,0.5774000287055969,18.771169662475586,1.0174800157546997,1,0,0,0.7430199980735779,0.6063100099563599,19.08241081237793,1.0174800157546997,1,0,0,268,27.847412109375,243827471521.0,,0,0
1712,0.0,0,15,1,0.4256199896335602,0.3787199854850769,830,1715,0.0,0.8140599727630615,0.4203700125217438,0,0,0,0,272,0.41479000449180603,64,27.81494140625,0,0.41837000846862793,0.39256998896598816,0.31661999225616455,0.5778099894523621,18.728679656982422,1.0697699785232544,1,0,0,0.7475600242614746,0.6078100204467773,19.52737045288086,1.0623699426651,1,0,0,272,28.271728515625,243828422524.0,,0,0
1743,0.0,0,15,1,0.4970499873161316,0.41982001066207886,845,1746,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,276,0.4980500042438507,65,28.239013671875,0,0.48541998863220215,0.4182800054550171,0.3201900124549866,0.5797200202941895,18.99955940246582,1.0397000312805176,1,0,0,0.7512900233268738,0.6095799803733826,18.688209533691406,1.032289981842041,1,0,0,277,28.786865234375,243829577176.0,,0,0
1765,0.0,0,15,1,0.5241199731826782,0.45083001255989075,855,1768,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,280,0.34766000509262085,66,28.754638671875,0,0.5396199822425842,0.4283500015735626,0.3307200074195862,0.581089973449707,19.658859252929688,1.0174800157546997,1,0,0,0.7623299956321716,0.6136699914932251,18.97878074645996,1.0174800157546997,1,0,0,280,29.1455078125,243830380558.0,,0,0
1785,0.0,0,15,1,0.6151599884033203,0.4399699866771698,865,1788,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,283,0.32738998532295227,67,29.1123046875,0,0.6071400046348572,0.44047001004219055,0.3296400010585785,0.5816100239753723,19.691909790039062,1.0174800157546997,1,0,0,0.7613700032234192,0.6134399771690369,19.265869140625,1.0174800157546997,1,0,0,283,29.478759765625,243831127407.0,,0,0
1820,0.0,0,15,1,0.41425999999046326,0.42699000239372253,880,1823,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,288,0.5097699761390686,68,29.4453125,0,0.4154999852180481,0.4219200015068054,0.3190700113773346,0.5807899832725525,19.06601905822754,1.0174800157546997,1,0,0,0.7506999969482422,0.6108199954032898,18.735979080200195,1.0174800157546997,1,0,0,289,30.053466796875,243832415466.0,,0,0
1843,0.0,0,15,1,0.36447998881340027,0.3757700026035309,891,1846,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,292,0.3635300099849701,69,30.020751953125,0,0.3547700047492981,0.3758000135421753,0.3078700006008148,0.5817199945449829,20.362869262695312,1.0250400304794312,1,0,0,0.7400299906730652,0.608959972858429,20.082799911499023,1.0250400304794312,1,0,0,293,30.437744140625,243833276762.0,,0,0
1874,0.0,0,15,1,0.40549999475479126,0.3458000123500824,906,1877,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,297,0.4890100061893463,70,30.405029296875,0,0.4028399884700775,0.35179001092910767,0.32468000054359436,0.5813500285148621,19.40096092224121,1.0397000312805176,1,0,0,0.7567099928855896,0.6133999824523926,18.918359756469727,1.0470999479293823,1,0,0,297,30.94873046875,243834421871.0,,0,0
1899,0.0,0,15,1,0.4853000044822693,0.34880998730659485,919,1902,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,301,0.3957499861717224,71,30.915283203125,0,0.4759500026702881,0.34672999382019043,0.3249399960041046,0.5842400193214417,18.812519073486328,1.0699199438095093,1,0,0,0.7566099762916565,0.6154699921607971,18.416250228881836,1.0625200271606445,1,0,0,301,31.357666015625,243835337830.0,,0,0
1921,0.0,0,15,1,0.5418999791145325,0.3954100012779236,930,1924,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,304,0.34790000319480896,72,31.323974609375,0,0.5362200140953064,0.3800700008869171,0.33511999249458313,0.5815899968147278,19.758359909057617,1.0335400104522705,1,0,0,0.7668200135231018,0.6160200238227844,18.67951011657715,1.0335400104522705,1,0,0,305,31.722900390625,243836156609.0,,0,0
1953,0.0,0,15,1,0.605400025844574,0.3910300135612488,946,1956,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,309,0.5075700283050537,73,31.690185546875,0,0.6032299995422363,0.3744499981403351,0.34283000230789185,0.5845699906349182,19.536779403686523,1.0174800157546997,1,0,0,0.7735099792480469,0.6190900206565857,18.337499618530273,1.0174800157546997,1,0,0,310,32.250732421875,243837339647.0,,0,0
1981,0.0,0,15,1,0.3529999852180481,0.43904998898506165,961,1984,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,314,0.39355000853538513,74,32.2177734375,0,0.35194000601768494,0.417820006608963,0.32572999596595764,0.5855399966239929,18.727739334106445,1.032289981842041,1,0,0,0.7569000124931335,0.6175900101661682,18.7791690826416,1.0248899459838867,1,0,0,314,32.708251953125,243838364638.0,,0,0
2005,0.0,0,15,1,0.41741999983787537,0.406360000371933,973,2008,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,318,0.38159000873565674,75,32.677490234375,0,0.41398999094963074,0.4075700044631958,0.3259600102901459,0.586650013923645,18.488590240478516,1.0401500463485718,1,0,0,0.7579500079154968,0.6178900003433228,18.041080474853516,1.0401500463485718,1,0,0,318,33.10400390625,243839251470.0,,0,0
2029,0.0,0,15,1,0.4963200092315674,0.41617000102996826,985,2032,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,322,0.3818399906158447,76,33.07080078125,0,0.4874100089073181,0.41894999146461487,0.333840012550354,0.5877299904823303,19.167909622192383,1.0174800157546997,1,0,0,0.7659199833869934,0.6232399940490723,18.543039321899414,1.0174800157546997,1,0,0,322,33.5068359375,243840154406.0,,0,0
2069,0.0,0,16,1,0.5578500032424927,0.40516000986099243,1004,2072,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,328,0.397460013628006,77,33.469482421875,0,0.5577099919319153,0.4034700095653534,0.3366999924182892,0.5856000185012817,19.53476905822754,1.0396900177001953,1,0,0,0.7700499892234802,0.6198599934577942,18.7762508392334,1.0330699682235718,1,0,0,329,34.163818359375,243841626869.0,,0,0
2098,0.0,0,15,1,0.6361899971961975,0.4076800048351288,1017,2101,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,333,0.4570299983024597,78,34.130615234375,0,0.6333000063896179,0.4084700047969818,0.3412500023841858,0.5858399868011475,19.111309051513672,1.032289981842041,1,0,0,0.7737299799919128,0.6212300062179565,18.375120162963867,1.0248899459838867,1,0,0,333,34.642822265625,243842700343.0,,0,0
2120,0.0,0,15,1,0.39024999737739563,0.4454599916934967,1028,2123,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,336,0.29688000679016113,79,34.608642578125,0,0.38975000381469727,0.43990999460220337,0.32962000370025635,0.589680016040802,17.443870544433594,1.0248899459838867,1,0,0,0.7631199955940247,0.6253799796104431,17.460779190063477,1.0174800157546997,1,0,0,337,35.0048828125,243843511575.0,,0,0
2151,0.0,0,15,1,0.4691399931907654,0.3984900116920471,1044,2154,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,341,0.491210013628006,80,34.9716796875,0,0.42524001002311707,0.41881000995635986,0.332040011882782,0.586359977722168,16.902099609375,1.0396900177001953,1,0,0,0.7652699947357178,0.6232399940490723,17.249109268188477,1.032289981842041,1,0,0,342,35.515625,243844656246.0,,0,0
2174,0.0,0,15,1,0.5418400168418884,0.4278999865055084,1055,2177,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,345,0.3613300025463104,81,35.484130859375,0,0.5280200242996216,0.42816999554634094,0.33577999472618103,0.5881400108337402,17.545560836791992,1.0174800157546997,1,0,0,0.7698400020599365,0.6237499713897705,16.86821937561035,1.0174800157546997,1,0,0,345,35.89111328125,243845497787.0,,0,0
2197,0.0,0,15,1,0.5899400115013123,0.415010005235672,1066,2200,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,348,0.3647499978542328,82,35.85791015625,0,0.5892300009727478,0.4273500144481659,0.34457001090049744,0.5895000100135803,17.961790084838867,1.0255299806594849,1,0,0,0.7782700061798096,0.6266000270843506,17.09181022644043,1.0329300165176392,1,0,0,349,36.272705078125,243846352898.0,,0,0
2227,0.0,0,15,1,0.6255900263786316,0.43990999460220337,1081,2230,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,353,0.4797399938106537,83,36.239501953125,0,0.6209099888801575,0.4368399977684021,0.3393999934196472,0.5911499857902527,17.706989288330078,1.0174800157546997,1,0,0,0.773859977722168,0.6259499788284302,17.221290588378906,1.0174800157546997,1,0,0,354,36.763916015625,243847453247.0,,0,0
2248,0.0,0,15,1,0.33483999967575073,0.4559899866580963,1091,2251,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,357,0.2841799855232239,84,36.73193359375,0,0.3414100110530853,0.46456000208854675,0.325980007648468,0.5930100083351135,17.591270446777344,1.032289981842041,1,0,0,0.7605000138282776,0.6281200051307678,16.858060836791992,1.0396900177001953,1,0,0,358,37.114990234375,243848240144.0,,0,0
2274,0.0,0,15,1,0.42159000039100647,0.4733799993991852,1104,2277,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,361,0.4130899906158447,85,37.081787109375,0,0.4130899906158447,0.4644800126552582,0.33313000202178955,0.5901899933815002,17.71293067932129,1.0174800157546997,1,0,0,0.766979992389679,0.6269199848175049,17.458019256591797,1.0174800157546997,1,0,0,362,37.5390625,243849190760.0,,0,0
2301,0.0,0,15,1,0.48956000804901123,0.48284998536109924,1117,2304,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,365,0.43187999725341797,86,37.504638671875,0,0.47922998666763306,0.47626999020576477,0.33893001079559326,0.5889300107955933,18.934080123901367,1.0039600133895874,1,0,0,0.7727699875831604,0.6262000203132629,18.12248992919922,1.0039600133895874,1,0,0,366,37.9892578125,243850199347.0,,0,0
2323,0.0,0,15,1,0.5319200158119202,0.46588000655174255,1128,2326,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,369,0.3466799855232239,87,37.9560546875,0,0.532069981098175,0.46268999576568604,0.33581000566482544,0.5884699821472168,20.529220581054688,1.032289981842041,1,0,0,0.7700899839401245,0.6232799887657166,19.78196907043457,1.0248899459838867,1,0,0,370,38.34765625,243851002683.0,,0,0
2347,0.0,0,15,1,0.6266599893569946,0.48443999886512756,1140,2350,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,373,0.38354000449180603,88,38.31396484375,0,0.6154900193214417,0.49285998940467834,0.3416599929332733,0.5899999737739563,20.766559600830078,1.0052399635314941,1,0,0,0.7755600214004517,0.6250399947166443,19.461650848388672,1.0126500129699707,1,0,0,373,38.74365234375,243851889858.0,,0,0
2374,0.0,0,15,1,0.38741999864578247,0.4801900088787079,1153,2377,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,377,0.3833000063896179,89,38.710205078125,0,0.40630999207496643,0.47975000739097595,0.32822999358177185,0.5916500091552734,19.548269271850586,1.0174800157546997,1,0,0,0.7620099782943726,0.6245700120925903,19.177879333496094,1.0174800157546997,1,0,0,378,39.189453125,243852888947.0,,0,0
2394,0.0,0,15,1,0.37424999475479126,0.5145599842071533,1163,2397,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,380,0.3149400055408478,90,39.157470703125,0,0.360509991645813,0.5166000127792358,0.3240799903869629,0.5918099880218506,19.933250427246094,1.0174800157546997,1,0,0,0.7585200071334839,0.6253100037574768,20.134050369262695,1.0174800157546997,1,0,0,381,39.516845703125,243853622662.0,,0,0
2412,0.0,0,15,1,0.5043299794197083,0.413239985704422,1172,2415,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,383,0.28589001297950745,91,39.483642578125,0,0.48732998967170715,0.426939994096756,0.3324800133705139,0.5856599807739258,19.63248062133789,1.0174800157546997,1,0,0,0.7660099864006042,0.6194999814033508,19.150409698486328,1.0174800157546997,1,0,0,384,39.815673828125,243854292734.0,,0,0
2438,0.0,0,15,1,0.5782099962234497,0.3824999928474426,1185,2441,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,387,0.41161999106407166,92,39.783203125,0,0.5624200105667114,0.38791999220848083,0.33500000834465027,0.5860900282859802,20.977420806884766,1.0335299968719482,1,0,0,0.7685499787330627,0.6205800175666809,19.703720092773438,1.0401500463485718,1,0,0,388,40.248046875,243855261385.0,,0,0
2458,0.0,0,15,1,0.4271000027656555,0.4524799883365631,1195,2461,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,391,0.26416000723838806,93,40.214599609375,0,0.4124700129032135,0.44238001108169556,0.3275899887084961,0.5883700251579285,20.54804039001465,1.0174800157546997,1,0,0,0.7615799903869629,0.6220899820327759,19.99517059326172,1.0174800157546997,1,0,0,391,40.577880859375,243856000875.0,,0,0
2478,0.0,0,15,1,0.3365100026130676,0.4526199996471405,1204,2481,0.0,0.8036500215530396,0.4111100137233734,0,0,0,0,394,0.3117699921131134,94,40.5439453125,0,0.34431999921798706,0.4502600133419037,0.3280799984931946,0.5868300199508667,21.532699584960938,1.0174800157546997,1,0,0,0.7616400122642517,0.6229000091552734,22.407960891723633,1.0174800157546997,1,0,0,394,40.90625,243856736257.0,,0,0
